curp,id_viaje,origen,destino
PEHB991109FQUQKJ35,v-015999,,
RAVM030403FHBJNV78,v-015999,,
PICH040807MCAGMZ24,v-015999,,
TOAY020204FCOEIJ47,v-016000,,
GOPM760117FMLQNL36,v-016000,,
GARJ030717FGQTPI93,v-016000,,
PRBM040302FJQZNU83,v-016001,,
ROMJ040601MSCCLI94,v-016002,,
AGCR000604MHMYAF08,v-016002,,
GAGP780307FAYLBW81,v-016002,,
SOSE010603MDSTLR49,v-016003,,
DOCM030526FDHBWM76,v-016003,,
TERM750830FAQHDU94,v-016003,,
HEVA030316FYPPTL73,v-016004,,
PAMA080129MBRQAG10,v-016004,,
SAHN030902MCOSHA90,v-016005,,
LODH990102FOVHTR91,v-016005,,
ANAM000824FPOHBT28,v-016006,,
CACJ000219MCSVAR70,v-016006,,
DIVG020202MMZOPU45,v-016006,,
CAOJ020429MCLSLR96,v-016006,,
DEVM820509FSDGRB15,v-016007,,
CAVA030518MCELNT07,v-016007,,
PEBA030718FDIHYE02,v-016007,,
HERD011128FCFLKV74,v-016008,,
MIBC040518FQDMFC19,v-016008,,
GAHR621009MPKZGJ98,v-016009,,
PEVE980407MVTTLD75,v-016009,,
GADE051113MAIMXZ12,v-016009,,
SOMA770206FCUOBD97,v-016010,,
DERM000723FSQKFP93,v-016010,,
VADD800407FSHSRK43,v-016011,,
MAAE040119FASDBS33,v-016011,,
ORAP021110MTXVFH50,v-016012,,
CERJ020815FAKWWO35,v-016012,,
BERE060828MZWFUO36,v-016012,,
PARN590828MSDXLX42,v-016012,,
PERJ060828MSIGTO56,v-016013,,
ESFE770623FZVJDJ90,v-016014,,
RASR020927FJWPYM64,v-016014,,
MAME051106MOEVZO27,v-016015,,
GACM041010MSNNVH36,v-016015,,
VACI000323FZPYKE86,v-016016,,
NAEJ050818FHSQJM45,v-016016,,
HESR000604MYZZOS31,v-016017,,
ESPM800514MVZMNQ47,v-016017,,
GOHE010630MOUTEN82,v-016018,,
RERA980713FTWRIX08,v-016018,,
GARC050406FQLEUF26,v-016019,,
JUCE030202MCUYFS34,v-016019,,
DETG030703FMHOBS84,v-016020,,
MOPM030718FDICRI79,v-016020,,
PAEM020706FSEHLW78,v-016020,,
GALE000317FCJBHD42,v-016020,,
HEQC040924FZFERO88,v-016021,,
GOCM010805FZYQFF03,v-016021,,
HESJ040129FZXRDU59,v-016022,,
VAOD021010FJNALX96,v-016022,,
MOPA010322MJZRZB95,v-016022,,
GOLF060519MQMGDK45,v-016023,,
DEVB050207FTVWJX59,v-016023,,
ISVC790828FAQPUM58,v-016023,,
CASR030609FSQPUT82,v-016023,,
ANGA790907MNPTLN87,v-016024,,
VENR041009FNYGUK00,v-016024,,
AGPP790723FTVEKA24,v-016024,,
NIBA000325FDHOYW88,v-016025,,
LOSC010612MVIEWU05,v-016025,,
ALLE790108FNWBJX99,v-016026,,
GAGG810929FJGDYE04,v-016026,,
RAFJ010117MJDKGO15,v-016026,,
GUVP050318MTQZVE17,v-016027,,
SEJJ020811MTVDMX42,v-016027,,
BEGA050920FDPEXI61,v-016028,,
CAAM980411FZXYIX43,v-016028,,
HECJ800329MBPDSP94,v-016028,,
PEHC041110FQAWLW85,v-016028,,
GAPS010826FGQSOH72,v-016029,,
HEPB800614FCNOII46,v-016029,,
SECE840627MTYSZA04,v-016030,,
LUAJ800609MQVRTR11,v-016030,,
HERJ781013MBXITK27,v-016031,,
GACA040804FSRFRB03,v-016031,,
ZACM801114MQPXGL29,v-016031,,
ROGE031019MAXDPV37,v-016031,,
PASU030313MYEUDC91,v-016032,,
MIVL000925FCHVDV37,v-016032,,
ORLA041115MBSVGE33,v-016032,,
HELC030103MGNVRF78,v-016032,,
HEMH030629MAAMDN00,v-016033,,
VICM040315MHMOON47,v-016033,,
FRMC830223FMKAAP29,v-016033,,
HECJ040605MZFDFE68,v-016034,,
MOSN010506FCBMFS99,v-016035,,
VIIS770311FSUMCL26,v-016035,,
FANL990806FGNATS93,v-016035,,
ROCY040826FSQMZZ45,v-016036,,
CAGL820414FCMFVG76,v-016036,,
HESY000929FCSIDM60,v-016037,,
BENH821007MGYPDO36,v-016037,,
MAGA020906MDLOOI15,v-016037,,
DICG640910FSQEYF30,v-016038,,
SELJ050902MCYNLK53,v-016038,,
FRAA020817MTSTEX63,v-016038,,
GAGL030802FCOAFX93,v-016038,,
VERS010218MMZJPT71,v-016039,,
MARG560809MBEIDA59,v-016039,,
ROFE030116MATFOP37,v-016040,,
VIJC670820FCVOHZ66,v-016040,,
GUCD770212FMNBMF64,v-016040,,
GOTS720524FNROLH36,v-016040,,
OLGJ010309MSLPBR43,v-016041,,
JIUJ020815MTEQMW39,v-016041,,
HEVC760525MYJVFK74,v-016041,,
GAPS060313FTYYQN24,v-016041,,
HEMM070419FQYDAX20,v-016042,,
GAMM050807FCCDRD34,v-016042,,
ANPE861002FMZDDQ07,v-016042,,
BAAO810105MTPVDN63,v-016043,,
PEGR030410FGBZFR12,v-016043,,
DIEE050420MNZPYH85,v-016043,,
RERJ010812MAJFKO37,v-016043,,
CAVV041126MJKVKT59,v-016044,,
RARM010902FBSYSS89,v-016044,,
LOLR020122FHFSZG23,v-016044,,
SANR001129FCLDRO40,v-016045,,
LOLG580611FSBNFQ76,v-016045,,
GUAE001016MCORLW23,v-016046,,
MOOY021125FBJQRB22,v-016047,,
SILM800219FNQEQP02,v-016047,,
GALD590217MPMEKO26,v-016048,,
GAMG000422MCZQTZ83,v-016048,,
AGGB550806FZLKNP65,v-016049,,
VAAS760614FNVWZZ54,v-016049,,
MARA570526MCKKFS70,v-016049,,
CABY051029FVBVAA79,v-016050,,
SAHS821122FMGBTK69,v-016050,,
ALVJ680501MGGZWC44,v-016050,,
COGI040905FTXVKP08,v-016051,,
NOAA750112FSFFCC72,v-016052,,
FUVM010528FCTSAE13,v-016053,,
DICJ040724FCHPZC12,v-016053,,
DIBG010105FCUZKR95,v-016054,,
NURC050630MQXYHS61,v-016054,,
HEMA700710MMGVKN75,v-016054,,
MASA800118MTBEWF22,v-016054,,
RAGC020505MNGNTO78,v-016055,,
CAVP010528FCYKNC05,v-016056,,
CAEO010927MPLVPZ15,v-016056,,
NACJ000624MOOGRM28,v-016056,,
VAVV560113MCXITS07,v-016056,,
DUCS020901FSOAVN67,v-016057,,
NIRG000620FSRAHS99,v-016057,,
ARRA030311MSPBUW66,v-016058,,
SASJ030823MNQQIB76,v-016058,,
PAHS010812FTZWLB88,v-016059,,
VIDM031012FNVULI86,v-016059,,
LOID000122MSLNBG43,v-016060,,
MORG570315MSGIPY49,v-016060,,
PERJ050820MCGHBX15,v-016060,,
ESGN000920FAGGTP91,v-016061,,
PEAM970524MCDUCS06,v-016061,,
BAJN010929FAJVQB16,v-016061,,
MUCC050725MCSZSK10,v-016061,,
GODJ020108MPCPVU15,v-016062,,
BRRE790315FBWAYC41,v-016062,,
RUAJ030928MNQICG50,v-016062,,
BAFG030124MOKOOC18,v-016063,,
LUML040913MCGVSC04,v-016063,,
HEDR010913FBQVWS24,v-016063,,
VAPD790227FPQLVN34,v-016064,,
GUAJ760315FCSXXD67,v-016064,,
MOBE610808MCXNMT49,v-016064,,
SASE770609FPBEDB29,v-016065,,
ANLD030826FJBOFE75,v-016065,,
REMP010418MSLAEY39,v-016066,,
MAHF021007MTYOYN33,v-016066,,
LLAD040418MMJASL10,v-016066,,
GAML021021FSHYLT68,v-016067,,
CARE010528FGQQUO05,v-016067,,
CRGC010324MDBFYC97,v-016068,,
VIAL031129FTDELJ10,v-016068,,
GORO010127FOURLF77,v-016069,,
HERB010305MNITOB64,v-016069,,
MOBV040115MTNUGO41,v-016070,,
VERJ030824MGIUJM14,v-016070,,
CHGM030522FOCBCL49,v-016071,,
ROQA010708MVSUXU93,v-016071,,
GOMJ050418MNGCXF06,v-016071,,
SOPH020111MNZEKD96,v-016072,,
TELM030907MCVVHU82,v-016072,,
LOIM040101FTDAAQ59,v-016072,,
LEFL760524FNWMIS09,v-016073,,
GORE020221MSCIBZ67,v-016073,,
DIHF010315FBESLW65,v-016073,,
HEVL700429FYITLU99,v-016073,,
RIBM841003FZWQRM82,v-016074,,
BRCJ020914MVPSWN57,v-016074,,
POVJ540426MDJYFD59,v-016074,,
VILG031105FCPHYR77,v-016075,,
SOLS740102FQTLWF09,v-016075,,
MARM030204FCDITO55,v-016076,,
JUMH631106FOYZET70,v-016076,,
ANGS580226MCQUXD84,v-016077,,
GUTB030418FVSWJS98,v-016077,,
HEGJ630722MMMDPY81,v-016077,,
MAGE621119FSVTET55,v-016077,,
SACB031111FYHEGM82,v-016078,,
CIBM540311FGJXSM64,v-016078,,
FLBR751019FMMVGJ30,v-016079,,
GODB050808FMPUGV48,v-016079,,
DUDD030813FGNKZG99,v-016079,,
HEGJ740805MPTYGM73,v-016079,,
JUHG781130MMCVTI71,v-016080,,
CRIS021014MGEBKQ17,v-016080,,
CACM030729FTRHBP23,v-016081,,
MOGM040215FCVKOV20,v-016081,,
VIAH660323MMMKHW05,v-016081,,
ROCG010613MBUWOJ93,v-016082,,
FLHL041124MZOHOU11,v-016083,,
BEAR820222MMALWE83,v-016083,,
HELC000904MGPFSQ95,v-016084,,
ROSI770605MCMRMJ76,v-016084,,
RAMR000615FTZYKF77,v-016085,,
TOAS010808MGJAJN02,v-016085,,
RAMF750527MGQBVQ44,v-016085,,
FECA051111MMFVEX96,v-016086,,
BAMG011129MNPCIY43,v-016086,,
GIDS051105FTZSRQ32,v-016087,,
SIRA021028MGUGZW58,v-016087,,
MERL810511MSPPOD97,v-016087,,
GOAI750208MGRDWD64,v-016088,,
DEBS030330MNIJJM07,v-016088,,
VAMC561005MSNLUP85,v-016089,,
CAEM000418FTSHJD80,v-016089,,
MOFC020130MCCCEX93,v-016090,,
VAMM540809FCTLDJ18,v-016090,,
QUSD740505FCHILG10,v-016090,,
ALVE010814MCUTVT44,v-016090,,
ANAM030421FGCYIW15,v-016091,,
CALM060313FCXKAJ49,v-016091,,
MOJM040709FSFRIW97,v-016091,,
CAGM010215MCLGZU84,v-016091,,
COAW990120MVDJBG85,v-016092,,
SAPJ010507MBQOBI13,v-016092,,
GUCM030429FCTEFW40,v-016093,,
ROJA050108FSPSHV81,v-016093,,
RIHL040312FGTLSL10,v-016093,,
JIME050103FMQYND97,v-016094,,
DUSE030930MSMYWV86,v-016094,,
JIMN621124FBQBXK10,v-016094,,
RACA560607FCVKLJ94,v-016095,,
PEVR030204MCVHDU61,v-016095,,
JUFA020125FNKTPS34,v-016095,,
LOOJ030410MSZANW42,v-016095,,
DIBJ020115MCQPGJ81,v-016096,,
SALL830205FGFOZB10,v-016096,,
CARP020315MCRQRW79,v-016096,,
MEET630802FTVKNF03,v-016096,,
MEGJ841116MNHRAT30,v-016097,,
CRHJ770227MTXYOQ57,v-016097,,
ROMI020119MTYVOA04,v-016098,,
COCB040112MCOYJR21,v-016098,,
MATJ840310MCDYPZ06,v-016098,,
CAHE810122FTLZOS95,v-016099,,
GICE030325MNUYOU88,v-016099,,
MAAE030430FTRIGH26,v-016100,,
CORL580526FYEHZW27,v-016100,,
AGPM001024FBKZCL80,v-016100,,
JIRS730228FBDYTO63,v-016100,,
VATI020622MVHVZX49,v-016101,,
MOTA020208FCZPTN86,v-016101,,
COEJ780208MMMMKR75,v-016102,,
RAAC000116FZSCCJ43,v-016102,,
BEMF780219MNTJHB81,v-016102,,
ANRM771109FJBXAR65,v-016102,,
PEGE050413FVAMRZ85,v-016103,,
MAOA060814MCJGDP42,v-016103,,
DIDA580626FCHMTH31,v-016104,,
GUHC010613FCQVNX27,v-016104,,
LOCN811024FNJPYJ54,v-016104,,
MACR050427MMMGIM84,v-016105,,
ROMY010107FNLERB24,v-016105,,
PAGA041012FCQHOV89,v-016105,,
MOGA061009FCYMLI57,v-016106,,
SORJ791122MYNGNV47,v-016106,,
RASM010314MCXXGS66,v-016107,,
CHRR000305FYMBGU47,v-016107,,
HEGI580527FCAUNT17,v-016107,,
PALM040702MBIKZB28,v-016108,,
BASA041011FMGYUJ73,v-016108,,
VITA010522FGKDYK71,v-016108,,
RAMK990120FMRFAC16,v-016108,,
MEGS650928MSHVCP19,v-016109,,
BRLM780119FOBKAW88,v-016109,,
SCMA040526FTBWUB32,v-016109,,
GARA010228MGDWDZ01,v-016110,,
ROGE000414FMCVTO68,v-016110,,
POMM020403MZCYRJ81,v-016110,,
COAS030710FCOJWK16,v-016110,,
RUMD870927FMSXTU88,v-016111,,
GAAR020118FSGYNT87,v-016111,,
MEMG050103FPTRDP72,v-016111,,
LOGB590718FDETDJ14,v-016111,,
HETJ860312MQOUNR22,v-016112,,
MAGF010225MCJBNC50,v-016112,,
GOCJ550812MABBPB09,v-016113,,
DIOM030321FGQLHV58,v-016113,,
TORC020213MOIULG44,v-016113,,
VIGL601115MTJWLN47,v-016114,,
CAVA030602FCHRWL32,v-016114,,
AGGL050112MBSINJ50,v-016114,,
IBLJ040226MTYDNW20,v-016115,,
GUSR040813MZQPLO20,v-016115,,
ARPJ970922MCOTJW01,v-016115,,
BUNC000528MSWRJZ88,v-016115,,
OSHJ021021MSNEZD78,v-016116,,
ULGE041020MYPUOC28,v-016116,,
REIC030202FDFBOE20,v-016117,,
GOGG980302FCPUNX87,v-016117,,
ROCM020502MGETDE53,v-016118,,
MAAL001001FQTCHM46,v-016118,,
GAGA010406FNIQWK00,v-016118,,
CHCP020219FNAXKO86,v-016118,,
MUMC011023MDEYHF16,v-016119,,
GAPL590403MZLBLH92,v-016119,,
HEJO030807FSLFWR88,v-016119,,
MACC010614MCVMHE19,v-016119,,
SABO550312MCGCYR61,v-016120,,
SALJ990609MQIDZU85,v-016120,,
GURP030404FYBAAH87,v-016121,,
UBTO780107MTKCUW84,v-016121,,
GUGB991106MSSAJW83,v-016122,,
ROGA020116FSAMAY36,v-016122,,
ZALM020817FJXCXX08,v-016123,,
GASV060826MZCPWQ47,v-016123,,
MOON041103MCNOZH95,v-016124,,
SELR610422FMIZDI02,v-016124,,
VIBJ040518MNCKOV84,v-016125,,
ORMA001018FHFBKL97,v-016125,,
CHCP021114FJXDBX43,v-016125,,
LEVC050916FMHLYE60,v-016125,,
FLMA010320FOANKB29,v-016126,,
ESRC770902MMWYTA60,v-016126,,
MARC770329FNTRBL94,v-016126,,
GORD030524MCPIDP76,v-016127,,
ZALC701108FOQUAR33,v-016127,,
HEAS040607FOYTXS99,v-016127,,
BOQD040627MQOFQC47,v-016127,,
ROFM031114MDXGXK67,v-016128,,
CHVA030627FJSBHV15,v-016128,,
TOOF060722FCXEMA21,v-016128,,
SAVW060115FCFASX53,v-016128,,
COTA010212FTPTJU83,v-016129,,
SANB840629FOYYCD50,v-016129,,
SASV040327MTKCHW49,v-016129,,
ARRY030123FMSYZE73,v-016130,,
CALF050212MBMVPE42,v-016130,,
ESVH020413MMELMS58,v-016131,,
ROEH820721MSHRJE35,v-016131,,
NAPB001127FYSJQO66,v-016132,,
RIZD010816FCOJQN46,v-016132,,
MOHS020417MCDDLX69,v-016132,,
ALLE020826FGSNTP11,v-016133,,
HELM011125MCWSEC03,v-016133,,
VASM040318FCVKZR13,v-016134,,
DEAE730616FCCGDJ94,v-016135,,
BLDA020418MHTHIJ72,v-016135,,
MAOJ000508MSYSMM44,v-016135,,
CATS011117MAGIDV91,v-016135,,
LAVK800411FQZJEV68,v-016136,,
ALLM020219FNGUKV70,v-016136,,
OCRN051120FGDWLA77,v-016137,,
RALF020822MHXPJR05,v-016137,,
SOGJ020312MNRYBT04,v-016137,,
MAAJ031120MTJIAC18,v-016138,,
GOCM780611MMZCAL01,v-016138,,
SAVH031010MCZOXD72,v-016139,,
RAAC001119MCJKJK75,v-016140,,
ESGA781028FQZLSI00,v-016140,,
BASR080128MSVNIZ97,v-016141,,
HETS020705FTDINV37,v-016141,,
LAAJ780206MSYLRD72,v-016141,,
VIRM850711FSMUOI60,v-016141,,
PAPG620811MCIVKW97,v-016142,,
MAPS800311FMJOQM47,v-016142,,
CEHJ051104MPWLUK75,v-016142,,
JUGL980701FCGILM76,v-016143,,
GUSU061006MMSMRT34,v-016143,,
BALE000318FJUCSD29,v-016144,,
TEUF010824MVMTZA75,v-016144,,
PAJC030916MCHQXR84,v-016144,,
ARHM840105FZQHXR76,v-016145,,
HULC020111FPIBZD22,v-016145,,
VICJ540618MTJKZB95,v-016145,,
CAND010417FJNEOL16,v-016146,,
RUGJ030119MMXNJV10,v-016146,,
ESSZ000810FMGPRH41,v-016146,,
JARP010806MBSZAT41,v-016147,,
DEAF020518FQCKBD65,v-016147,,
SALA040316FTJATK54,v-016148,,
ALFM050123MBEOSQ19,v-016148,,
LOHC030615FBOQSP75,v-016149,,
CADH030112MJHALI17,v-016149,,
FETY610211FNVGVN12,v-016149,,
GUCC040718MYCVXI00,v-016150,,
SAMC031018FZWHBQ10,v-016150,,
ROPR040325FOHLRB96,v-016150,,
SAYE770129MGTCRG33,v-016151,,
ROHH000720MNKWBI26,v-016151,,
VAQJ711122FCEZNG95,v-016152,,
CAJJ560329MGZVSI03,v-016153,,
GARR820816MCBPEG93,v-016154,,
GOPM060312MDXWLK01,v-016155,,
CALM000209FORGOX62,v-016155,,
HEAY030124FSGTYU68,v-016155,,
PAZJ060305MVJGGO06,v-016155,,
CAAE771122FSTQQJ76,v-016156,,
CUSM780215FHIBGT69,v-016156,,
MABA571118MMWUHF10,v-016157,,
GAVE610702MBKQOW36,v-016157,,
LUMA030309FVHGDN67,v-016157,,
REMJ040920MSQEQQ67,v-016157,,
SARS610109FNXLOB66,v-016158,,
NUMR800820FCLSKF09,v-016159,,
APSC750625MSWPAS94,v-016159,,
HEFE601103FGJDCK13,v-016160,,
SABA790820FTHIKY16,v-016160,,
GARF021109MSLPPZ38,v-016161,,
TEDT000917FQPWGK95,v-016161,,
MAMC810705FOVODD50,v-016161,,
MIBE020215MYAPRJ85,v-016162,,
GAMC020813MNSEHO13,v-016162,,
RORT050320FGHXZU86,v-016163,,
JIGA010114MTKLYL44,v-016163,,
GUVG781009FGNMKO05,v-016164,,
MOSC020306MMVAGU42,v-016164,,
ORHE030719FCGHCK25,v-016164,,
ROEA010813FSHCKG16,v-016165,,
GOVM060822MORBML36,v-016166,,
SAZF820405FAQXEV20,v-016166,,
GAPB060419FBONPQ76,v-016167,,
ESHC060208FCEOCP88,v-016167,,
ALSM020604FGOFHW41,v-016167,,
INTM990629FTKRIA21,v-016168,,
SIJE790214FPISUT19,v-016168,,
VEGO070404MHFZUQ31,v-016168,,
CLPJ031101MYWDES21,v-016169,,
JIBG020423FQSYYO71,v-016169,,
DEPC031109MVPIWL38,v-016169,,
ORCE740314MYCNUW52,v-016169,,
ROZJ001101MPWDCW84,v-016170,,
CEMM000324MGVQHQ02,v-016170,,
PALA840111FSJWLO89,v-016170,,
GACC020408FGBOMB39,v-016171,,
GOHJ021120MSPUMC19,v-016171,,
GOMC040504MAKCUT26,v-016172,,
MOCM000820MQCRFM09,v-016172,,
MAFR761125FPOVHF41,v-016172,,
GAMG061029MNFJUJ55,v-016172,,
ESCB820202FNEPKN75,v-016173,,
DODR990918MCXAWZ01,v-016173,,
VASJ990513MMVVSQ86,v-016174,,
FAPJ600726MOLTEP29,v-016174,,
ROCR551107MSKHAB08,v-016174,,
SACC730529FQUQUZ19,v-016175,,
TOST010401MTUKGO10,v-016175,,
LEGH010922MCRGSU63,v-016175,,
ORAJ990906MBTZNF35,v-016176,,
RAHL020306MTGTSW34,v-016176,,
CASJ840401MANIGU44,v-016176,,
REML010703FABKFD70,v-016177,,
MEMA990520MMZTCB66,v-016177,,
GATK020104FTYWCA48,v-016177,,
MOGJ740412MYOTNX53,v-016178,,
AYRM790721FBOTWE77,v-016178,,
LEMM811029MSOAXB93,v-016178,,
NAPA020216FCSPWE96,v-016179,,
FLPF010222MCLQTD05,v-016179,,
GAOY061009FCXZMC47,v-016179,,
COLS530402MSALZC85,v-016180,,
COVA061108MAJDFA70,v-016180,,
NOGM551125FCGMCV37,v-016181,,
HURR000409MVCCSS60,v-016182,,
CHAC030406MQFSGR54,v-016182,,
DEGA061125FGQTPJ70,v-016182,,
ORCG741019MCVLHB27,v-016183,,
HERM000729MQXVPH33,v-016183,,
NAGJ991014MYPTWD34,v-016183,,
SAST620725MOHNRA20,v-016184,,
BEME000105FVYFOF54,v-016184,,
FAVC710801MCEXES74,v-016185,,
IBCM040924MZSELT32,v-016185,,
CRCE050702FNGZID82,v-016186,,
GUGM540704FCDSNT04,v-016186,,
SOSP830601MCQYZM17,v-016187,,
PEEM830112FBVHHX37,v-016187,,
ABVA520717MCHORK62,v-016188,,
SUJJ780908MGUGQV86,v-016188,,
AGPB030629FPAETO85,v-016188,,
SAMK670430FVWJPT30,v-016188,,
DOGC800222MACKGB99,v-016189,,
BARL001003FYSNZU01,v-016189,,
LEHV760427MHZKVM74,v-016190,,
MOBF021126MNRWBI05,v-016191,,
UVCK030230FOPQXD91,v-016191,,
SATH580622MGSDEW74,v-016192,,
DESC020705FJKYHP61,v-016192,,
PERM021128FBLIXS48,v-016193,,
PEPD010918FODJBY63,v-016193,,
ALBN030207FBTZDN78,v-016194,,
VAPJ010310MQDICC77,v-016194,,
PEDN790125FCJSZI65,v-016195,,
BRBL031030FCIYTI14,v-016195,,
GAGM060312FPEVIU72,v-016196,,
JIBT020210MMMJNR21,v-016197,,
LOTG840524MBOYMC45,v-016198,,
MACM000503FBJHMC68,v-016198,,
SAAG031128FCWJJI05,v-016198,,
MISF000206MVJKJR19,v-016198,,
ROGI980419FJVVCO12,v-016199,,
OLAC020611FBETRY83,v-016200,,
RIEJ031014MTJTVH10,v-016200,,
RAMJ041112MCPMDM71,v-016200,,
CACM820918FMZLJA03,v-016201,,
ACHA031004FBFRER09,v-016201,,
SACH071112MCUAOG80,v-016202,,
MABU020204MCVDHC84,v-016202,,
LOGM030502FPIFDJ14,v-016202,,
ROSM020204MAVMLE51,v-016203,,
GACL800419MCVQHX29,v-016203,,
SAZO031013MCILQM52,v-016203,,
JATC010130FSYSDQ03,v-016203,,
RAPM040830FBPKON99,v-016204,,
DICM040919FCVXAU57,v-016204,,
BABG050821FGVOKB52,v-016204,,
SOMJ010522MNFJHW01,v-016205,,
SAMH630729MBYEYL46,v-016205,,
VIPA531104FCDATT22,v-016206,,
VIJT791120FTXQEJ98,v-016207,,
SAGE030608FNEABS06,v-016207,,
HEEM640530FBATGN79,v-016207,,
RACH050124MCNNPH50,v-016208,,
FRPJ060921FTBLMP20,v-016208,,
QURJ020217MMNKUL47,v-016208,,
HELD790414FSHRPZ59,v-016209,,
MAAC041011MCQZAY32,v-016209,,
FRTJ990430FATSJJ13,v-016209,,
TRRL020330FBMDXT82,v-016209,,
LUPJ741102MCTNVK32,v-016210,,
MOMJ020905MGIWJT17,v-016210,,
MOGJ001003MBGSTO99,v-016211,,
TRNO000302MADNWE75,v-016211,,
ROCJ821008MCJVVK75,v-016211,,
GUHR090901MAVRLD53,v-016211,,
OBCL050306FOAKKS23,v-016212,,
CHTL000402FCNONZ73,v-016212,,
DAHP000303FMSFTV07,v-016212,,
REGJ010708FTHPIT08,v-016213,,
BACH050928MCTSBS97,v-016213,,
MATN000826FADDKV18,v-016214,,
SATC011016FCQEHV22,v-016215,,
GORI040402MAVJEZ54,v-016215,,
HECG550908FDUXFC29,v-016216,,
VEBI030220FYUKWL08,v-016216,,
MEGJ620726MTZHEQ88,v-016216,,
PAHM050218FJRFXQ44,v-016216,,
DEBR020126MCXBWK83,v-016217,,
PLCP020919MCAFTX91,v-016217,,
ORGC800323FCRSAD57,v-016217,,
AMRI041128MNRCHP61,v-016218,,
SADM990211FTSTZS20,v-016219,,
HEDM800424FGBAYS74,v-016219,,
BAHR010304FMYMRK93,v-016219,,
MAAF060514MCWUGK88,v-016219,,
CREJ021113MHYGIC37,v-016220,,
FACY580923FCFHJP48,v-016220,,
SANM010428FSNEGY32,v-016220,,
JUGR820121FQCRCB70,v-016221,,
LOLO030912FHYAZN95,v-016222,,
PELB811026MJKVVB97,v-016222,,
JARE560424FSABDI13,v-016222,,
PETR030218FPCEDW70,v-016223,,
LOPJ820630FNQPQP86,v-016223,,
PAMP010929MHLJOL81,v-016224,,
ARRJ600803MMYJVE11,v-016224,,
RIHY000412FNTYIC26,v-016225,,
JUCM010406FNQRCA64,v-016226,,
CEHA780521FTPRLG89,v-016226,,
ANJC060407FVKKAN35,v-016227,,
PESG031014FCGCTD12,v-016227,,
COTS641115FTQQJI61,v-016227,,
MEHA610409MOWFPD83,v-016228,,
CHCC040721FCOFEI89,v-016228,,
MOTM840428FGACUK62,v-016228,,
PANA010204FQBVQO33,v-016228,,
GUAX810411FTGVFV56,v-016229,,
CAKM010913MOMKQD56,v-016230,,
PITI771106MMZFEZ02,v-016230,,
CHRI070322FHCOSG44,v-016231,,
LOFC800604FSLILF31,v-016232,,
MAGF731012MDSXNT16,v-016232,,
FLDA020226MCESHY38,v-016232,,
MAOR770528MTWXNL83,v-016233,,
OCMV011010MCTVOT26,v-016233,,
VIPL570410FCXMSI87,v-016233,,
DEHA801112MQRCUC24,v-016234,,
SOGH061127MPIUCI06,v-016234,,
DIRA790203MMTRNU58,v-016234,,
PEFL000415MZFVZO88,v-016234,,
DESE030214FCSTYV61,v-016235,,
MOHJ000203MAKULC39,v-016235,,
BEGR581029FCJAFP77,v-016236,,
VEMY000325FHRJUG27,v-016236,,
SARV021129MOMGKP91,v-016236,,
RABA051122FSXXFU10,v-016237,,
ROHM050613FCMPXJ59,v-016237,,
BAOM990129FCZRWW70,v-016237,,
REGO040525MNRHFM17,v-016238,,
GUEM030102FDTLDF90,v-016238,,
NAZM790926FMXNRN42,v-016238,,
AREC040726MGCUHP38,v-016238,,
DIRR000815FBBAKS57,v-016239,,
MUGC080807MCODYV29,v-016239,,
CERN020304FTCBHJ96,v-016240,,
MOFR580123MYFQGE58,v-016240,,
ALMJ000113MZBHMP68,v-016241,,
GACV990609MMQQHX51,v-016241,,
GALC010629FTWOML02,v-016241,,
CAEJ021122MTZZAS60,v-016242,,
PEMJ020615FCANAP15,v-016242,,
GONB031114FCETEL18,v-016243,,
CHGF020715MCQUNT74,v-016243,,
PEMP001019FCWLDF40,v-016244,,
SOPJ000313MTEAMP98,v-016244,,
CRMN060721FVDOJG15,v-016245,,
SACO021110MNJXPG60,v-016245,,
GOCF010401MVJEEW81,v-016246,,
COSF020411MSYEDT97,v-016247,,
JIGF721006MBCOON32,v-016248,,
GAPM970107FGCXVP43,v-016248,,
DELG010622MQYZBF62,v-016249,,
AGAM000914MVVNMI39,v-016249,,
GUGJ630707MTJZHK17,v-016250,,
TRVP011123FGZHZQ97,v-016250,,
IXBJ020112MNDUHC52,v-016251,,
GAGI651018FPHQCJ65,v-016251,,
AROP791103FTMMXH21,v-016252,,
HEVC020206FTQFPV55,v-016252,,
GUGJ050321FCGKWP28,v-016252,,
SOMM750108MOURRV95,v-016253,,
NASA040108MSZEGL91,v-016253,,
SAVJ070218MNCFHX24,v-016253,,
ALRY050527FVBAXN28,v-016254,,
NARM070916FMEHSE81,v-016254,,
SORE011030MCVSYW72,v-016254,,
BACC040602MJOPXM79,v-016255,,
RANG051002MQNQYF78,v-016255,,
ESVM790520MPCCON73,v-016255,,
MAPJ060806MZYDZB27,v-016255,,
GARI000509MHICGW40,v-016256,,
REGM780723FCNZOF34,v-016256,,
PESM060606FCNEBC62,v-016257,,
CORZ030506FGTOXN25,v-016257,,
RICF060926MVKBAX45,v-016257,,
MAGC030513FOCNAI06,v-016258,,
MOGS810218MBNDEP69,v-016258,,
DEMB000112MQBURU20,v-016258,,
VAMM040511FCPCHX51,v-016259,,
PAME020330MADAHR84,v-016259,,
CABF031118FSKXHZ89,v-016259,,
SIMN871001MTPBBE78,v-016260,,
