curp,nombre,a_paterno,a_materno,calle_num,municipio,cp,colonia,estado,tel_casa,tel_celular,email,fotografia,facultad,instituto,unidad,es_alumno,es_academico,es_trabajador
CAGU681010MTUJML85,JAVIER,CANO,GARCIA,Camino del Esfuerzo Mz 48 Lt 03,Gustavo A. Madero,75300,Campestre Aragon,Cuidad de México,5573305053,5609786238,javiercano68@fisica.unam.mx,proyecto/data/photos/photo_CAGU681010MTUJML85.jpg,No aplica,Instituto de Física,No aplica,False,True,False
ANAU030127MCNALY32,RAUL,ANZURES,AGUILAR,"Cl. TOLTECAS, 166 Edif. TORRE I 1, Dpto. 1101",Álvaro Obregón,11800,CAROLA,Cuidad de México,5565830609,5607741019,raulanzures03@medicina.unam.mx,proyecto/data/photos/photo_ANAU030127MCNALY32.png,Facultad de Medicina,Instituto de Investigaciones Jurídicas,No aplica,True,True,False
LOAU010326MNZJEA66,ERNESTO,LOPEZ DE LARA,AVALOS,"Cl. LOMA ENCANTADA, 4",Iztapalapa,98290,AMPLIACION EL SANTUARIO,Cuidad de México,5501843071,5547422450,ernestolopez de lara01@economia.unam.mx,proyecto/data/photos/photo_LOAU010326MNZJEA66.png,Facultad de Economía,No aplica,No aplica,True,False,False
GAFV000922MVWLFD95,JOSE,GARCIA,FLORES,Estio 40 Depto 9,Azcapotzalco,20900,Angel Zimbron,Cuidad de México,5533225155,5572644886,joseflores00@polacas.unam.mx,proyecto/data/photos/photo_GAFV000922MVWLFD95.png,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
GADV040826MBJVIK67,FIDEL,GARCIA,DORANTES,Republica de Brasil 63 Depto 101,Cuauhtémoc,60200,Centro,Cuidad de México,5535422699,5538177011,fideldorantes04@derecho.unam.mx,proyecto/data/photos/photo_GADV040826MBJVIK67.png,Facultad de Derecho,No aplica,No aplica,True,False,False
FRMV040307MBHXKI58,JORGE LUIS,FRANCISCO,MONDRAGON,"Avd. PASEO DE LAS PALMAS, 745 Estac. S-5-12",Miguel Hidalgo,11010,LOMAS DE CHAPULTEPEC III SECCION,Cuidad de México,5698443836,5578897087,jorgefrancisco04@mvz.unam.mx,proyecto/data/photos/photo_FRMV040307MBHXKI58.jpg,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
VIEV020923MCQQII20,VICENCIO,VILLAFRANCO,ESTRADA,Cuauhtemoc 64,Iztacalco,82200,San Pedro Iztacalco,Cuidad de México,5613266131,5538001177,vicenciovillafranco02@derecho.unam.mx,proyecto/data/photos/photo_VIEV020923MCQQII20.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
RALV020509MQBTTG67,FABIAN,RAMIREZ,LARA,Fuentes Brotantes Edif G 2 Depto 401,Tlalpan,14410,Miguel Hidalgo,Cuidad de México,5566644524,5518926968,fabianramirez02@derecho.unam.mx,proyecto/data/photos/photo_RALV020509MQBTTG67.png,Facultad de Derecho,No aplica,No aplica,True,False,False
VAVV570510MSPSEV35,PEDRO,VARGAS,VEGA,"Avd. PRIMERO DE MAYO, 96 Dpto. 105",Benito Juárez,38200,8 DE AGOSTO,Cuidad de México,5520543081,5682384749,pedrovargas57@muac.unam.mx,proyecto/data/photos/photo_VAVV570510MSPSEV35.png,No aplica,No aplica,Museo Universitario de Arte Contemporáneo,False,False,True
ROSV060423MCFLZK21,ROLANDO,ROMERO,SILVESTRE,Golf 71,Coyoacán,42100,Country Club,Cuidad de México,5561298483,5603638394,rolandoromero06@quimica.unam.mx,proyecto/data/photos/photo_ROSV060423MCFLZK21.png,Facultad de Química,No aplica,No aplica,True,False,False
ARGV031020MNELRG31,RODOLFO,ARRIAGA,GARCIA,Sabila No 65 Depto 201,Tláhuac,13280,C Habitacional la Draga,Cuidad de México,5640995590,5664507384,rodolfoarriaga03@derecho.unam.mx,proyecto/data/photos/photo_ARGV031020MNELRG31.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
CARV761120MDXZSN97,JOSE ANGEL,CASTRO,RODRIGUEZ,Zapote 155 Edif. 1-B Depto. 8,Tlalpan,14070,Romulo Sanchez Mireles,Cuidad de México,5501354408,5657698046,joserodriguez76@botanico.unam.mx,proyecto/data/photos/photo_CARV761120MDXZSN97.jpg,No aplica,No aplica,Jardín Botánico IB-UNAM,False,False,True
LEHV760101MONXCG91,MAURO,LEGARIA,HERRERA,"Cl. TENOCHTITLAN, 100 Edif. A-4, Dpto. 204",Venustiano Carranza,15669,ARENAL PUERTO AEREO,Cuidad de México,5658697592,5594901454,maurolegaria76@nucleares.unam.mx,proyecto/data/photos/photo_LEHV760101MONXCG91.png,No aplica,Instituto de Ciencias Nucleares,No aplica,False,True,False
SARV810509MCNEVW33,MANUEL,SANDOVAL,RENTERIA,Atzatlan 10 Depto B 201,Venustiano Carranza,15220,Popular Rastro,Cuidad de México,5596229978,5572200806,manuelrenteria81@deporte.unam.mx,proyecto/data/photos/photo_SARV810509MCNEVW33.png,No aplica,No aplica,Medicina del Deporte,False,False,True
ALDW040403MSGPBY84,GUILLERMO,ALONSO,DIAZ,"Cl. 5, MZ-18 LT-20",Iztapalapa,99200,JOSE LOPEZ PORTILLO,Cuidad de México,5504561858,5690510656,guillermoalonso04@psicologia.unam.mx,proyecto/data/photos/photo_ALDW040403MSGPBY84.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
CHMW590420MTRJCE01,ISMAEL,CHAVARIN,MELCHOR,Francisco Cesar Morales 31 Oceania 204,Iztapalapa,95100,Fuentes de Zaragoza,Cuidad de México,5603819473,5687959428,ismaelchavarin59@geografia.unam.mx,proyecto/data/photos/photo_CHMW590420MTRJCE01.jpg,No aplica,Instituto de Geografía,No aplica,False,True,False
LOMW620104MBOMHR31,JESUS MANUEL,LOPEZ,MU!OZ,Oriente 239 a 120,Iztacalco,85000,Agricola Oriental,Cuidad de México,5507576784,5615309404,jesuslopez62@tv.unam.mx,proyecto/data/photos/photo_LOMW620104MBOMHR31.png,No aplica,No aplica,TV UNAM,False,False,True
SECW840425MQUBXL16,ALFREDO,SEVILLA,CASTILLO,Guatemala 10-12 Donceles 91 Loc-18,Cuauhtémoc,60200,Centro,Cuidad de México,5685765495,5694442078,alfredosevilla84@juricas.unam.mx,proyecto/data/photos/photo_SECW840425MQUBXL16.png,No aplica,Instituto de Investigaciones Jurídicas,No aplica,False,True,False
DIBX010912MQFOUX08,SANTIAGO,DIAZ,BETANCOURT,Plaza San Lazaro 11 Lote e H-101,Venustiano Carranza,15120,Diez de Mayo,Cuidad de México,5507354653,5584044820,santiagobetancourt01@derecho.unam.mx,proyecto/data/photos/photo_DIBX010912MQFOUX08.png,Facultad de Derecho,No aplica,No aplica,True,False,False
JAVY010806MGUVVI70,VICTOR MANUEL,JARILLO,VILLA,VILLA HERMOSA 34,Milpa Alta,12000,Bo Sta Martha,Cuidad de México,5587603386,5563694417,victorvilla01@derecho.unam.mx,proyecto/data/photos/photo_JAVY010806MGUVVI70.jpg,Facultad de Derecho,Instituto de Química,No aplica,True,True,False
SAMY781105MTRNPY73,GERMAN,SANMIGUEL,MIJANGOS,Morelos 174 Edif.8 Dt.401,Iztapalapa,98000,Valle de Luces,Cuidad de México,5527398710,5527800872,germanmijangos78@deporte.unam.mx,proyecto/data/photos/photo_SAMY781105MTRNPY73.jpg,No aplica,No aplica,Medicina del Deporte,False,False,True
GUHY020917MHKIDH95,JULIO CESAR,GUTIERREZ,HERNANDEZ,"Cto. GUILLERMO GONZALEZ CAMARENA, 500 Dpto. 202",Álvaro Obregón,13760,SANTA FE CENTRO CIUDAD,Cuidad de México,5559460680,5678011489,juliohernandez02@medicina.unam.mx,proyecto/data/photos/photo_GUHY020917MHKIDH95.png,Facultad de Medicina,No aplica,No aplica,True,False,False
RALY040128MTKATV58,JESUS ANGEL,RABADAN,LOPEZ,3RA CDA DE LAGO ERNE N. 35  Est. 4,Miguel Hidalgo,11430,PENSIL,Cuidad de México,5522611925,5651102983,jesusrabadan04@enallt.unam.mx,proyecto/data/photos/photo_RALY040128MTKATV58.png,"Escuela Nacional de Lenguas, Lingüística y Traducción",No aplica,No aplica,True,False,False
AYLZ000814MHSPOO61,SANTOS,AYALA,LOPEZ,NIï¿½OS HEROES N. 243  Depto. 107,Cuauhtémoc,67200,DOCTORES,Cuidad de México,5533792464,5596246442,santoslopez00@ciencias.unam.mx,proyecto/data/photos/photo_AYLZ000814MHSPOO61.jpg,Facultad de Ciencias,No aplica,No aplica,True,False,False
MAAA001012MCDNLZ50,OTONIEL,MALDONADO,ARROYO,Tamagno 250-a Dpto.  504,Gustavo A. Madero,78700,Vallejo,Cuidad de México,5590782351,5513373390,otonielarroyo00@ents.unam.mx,proyecto/data/photos/photo_MAAA001012MCDNLZ50.jpg,Escuela Nacional de Trabajo Social,No aplica,No aplica,True,False,False
POGA040122MZZTJJ02,JOSE,PONCE,GONZALEZ,TZINAL N. 62  Depto. 1,Tlalpan,14240,EJIDOS DE PADIERNA,Cuidad de México,5562226847,5687775494,josegonzalez04@fca.unam.mx,proyecto/data/photos/photo_POGA040122MZZTJJ02.png,Facultad de Contaduría y Administración,Instituto de Ciencias Nucleares,No aplica,True,True,False
COHA730211MZOAYR58,MANUEL,CORRAL,HERNANDEZ,"EJE 3 ORIENTE INGENIERO EDUARDO MOLINA, 1720 Edif. 36, Dpto. 508",Gustavo A. Madero,74400,VASCO DE QUIROGA,Cuidad de México,5562653439,5538771812,manuelhernandez73@deporte.unam.mx,proyecto/data/photos/photo_COHA730211MZOAYR58.jpg,No aplica,No aplica,Estadio Olímpico,False,False,True
LOJA021115MCIIED82,RODRIGO,LOZANO,JIMENEZ,Tepehua 17,Iztacalco,80400,Carlos Zapata Vela,Cuidad de México,5527974916,5608639572,rodrigojimenez02@medicina.unam.mx,proyecto/data/photos/photo_LOJA021115MCIIED82.jpg,Facultad de Medicina,No aplica,No aplica,True,False,False
ROMA020416MBEWVG94,JESUS,ROJAS,MARENTES,Toribio Rodriguez Mz 6 Lt 30,Iztapalapa,92000,Vicente Guerrero,Cuidad de México,5541527524,5566545906,jesusmarentes02@derecho.unam.mx,proyecto/data/photos/photo_ROMA020416MBEWVG94.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
ALRA771023MPJRLW92,RAYMUNDO,ALVAREZ,RIOS,AMORES 356 DEPTO 507,Benito Juárez,31000,DEL VALLE NORTE,Cuidad de México,5693365739,5663915815,raymundorios77@botanico.unam.mx,proyecto/data/photos/photo_ALRA771023MPJRLW92.jpg,No aplica,No aplica,Jardín Botánico IB-UNAM,False,False,True
GAMA820124MNMYYB67,SALVADOR,GARZON,MENDIETA,"Centeno 838 Edif. A, Dpto.  A03",Iztacalco,84000,Granjas Mexico,Cuidad de México,5693073601,5592632941,salvadorgarzon82@torre.unam.mx,proyecto/data/photos/photo_GAMA820124MNMYYB67.png,No aplica,No aplica,Torre II de Humanidades,False,False,True
RORA060109MBAUZS06,DAVID,ROSAS,RUIZ,Av Homero 407 Oficina 302,Miguel Hidalgo,11570,Polanco,Cuidad de México,5617579765,5672395162,davidrosas06@psicologia.unam.mx,proyecto/data/photos/photo_RORA060109MBAUZS06.png,Facultad de Psicología,No aplica,No aplica,True,False,False
ALYA050922MCYYNA95,MIGUEL,ALEJO,YAÑEZ,Sierra Marabias Lt 9 Mz 30,Tlalpan,14210,Jardines de la Monta@A,Cuidad de México,5668393086,5582339429,miguelalejo05@polacas.unam.mx,proyecto/data/photos/photo_ALYA050922MCYYNA95.png,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
CIJA030718MZIUYP99,JOSE LUIS,CISNEROS,JURADO,CALVARIO L-74,Magdalena Contreras,10640,PUEBLO NUEVO ALTO,Cuidad de México,5585042569,5678685629,josejurado03@derecho.unam.mx,proyecto/data/photos/photo_CIJA030718MZIUYP99.jpg,Facultad de Derecho,Instituto de Física,No aplica,True,True,False
MADA780907MOPJOA91,FAUSTO,MADERA,DE JESUS,Calz. del Hueso 151 Cas 60,Coyoacán,48590,U.h. El Hueso,Cuidad de México,5508133457,5639880788,faustode jesus78@fisiologia.unam.mx,proyecto/data/photos/photo_MADA780907MOPJOA91.png,No aplica,Instituto de Fisiología Celular,No aplica,False,True,False
VECA031029MNPWVM78,JUVENAL,VENTURA,CIPRIANO,Calle 21 Num 218,Azcapotzalco,26000,Pro Hogar,Cuidad de México,5563503176,5691543720,juvenalcipriano03@arquitectura.unam.mx,proyecto/data/photos/photo_VECA031029MNPWVM78.png,Facultad de Arquitectura,No aplica,No aplica,True,False,False
GORA620419MCWNHP22,SALVADOR,GONZALEZ,REYES,CUMBRES DE ACULTZINCO 83 ESTAC 18 S,Benito Juárez,30200,NARVARTE ORIENTE,Cuidad de México,5590737936,5578173029,salvadorgonzalez62@cepe.unam.mx,proyecto/data/photos/photo_GORA620419MCWNHP22.jpg,No aplica,No aplica,CEPE,False,False,True
MOOA740505MGGVZU61,CARLOS ALBERTO,MOLINA,OLVERA,LAGO NEUCHATEL N. 12 A Depto. 1505,Miguel Hidalgo,11529,AMPLIACION GRANADA,Cuidad de México,5550954214,5612512037,carlosolvera74@ii.unam.mx,proyecto/data/photos/photo_MOOA740505MGGVZU61.jpg,No aplica,Instituto de Ingeniería,No aplica,False,True,False
FLTA020701MMXHZZ13,LUIS ROBERTO,FLORES,TORRES,Insurgentes Sur 1971 Comercios Estac 452,Álvaro Obregón,10200,Guadalupe Inn,Cuidad de México,5530582363,5646111151,luisflores02@odontologia.unam.mx,proyecto/data/photos/photo_FLTA020701MMXHZZ13.jpg,Facultad de Odontología,No aplica,No aplica,True,False,False
ARDA000110MCUCER34,DIEGO,ARROYO,DE LA CRUZ,CDA 7 MAIZ  M38D L5,Iztapalapa,96400,XALPA,Cuidad de México,5658886092,5640141583,diegode la cruz00@mvz.unam.mx,proyecto/data/photos/photo_ARDA000110MCUCER34.jpg,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
CARA050618MCBYYM07,MIGUEL ANGEL,CAMACHO,RAMIREZ,Prol Cda Pichicalco 30,Iztapalapa,90000,Barrio San Lucas,Cuidad de México,5686968099,5555626924,miguelramirez05@ingenieria.unam.mx,proyecto/data/photos/photo_CARA050618MCBYYM07.png,Facultad de Ingeniería,No aplica,No aplica,True,False,False
VACA990617MMHQOJ24,ALFREDO,VASQUEZ,CRUZ,3ra Ote. Num. 47,Tlalpan,14030,Isidro Fabela,Cuidad de México,5679208581,5508021522,alfredovasquez99@fca.unam.mx,proyecto/data/photos/photo_VACA990617MMHQOJ24.png,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
GUMA071016MSVQAQ04,FRANCISCO TOMAS,GUZMAN,MORENO,"Cl. YUKON, 4 Dpto. 203",Benito Juárez,31030,DEL VALLE NORTE,Cuidad de México,5511246612,5583991654,franciscoguzman07@fca.unam.mx,proyecto/data/photos/photo_GUMA071016MSVQAQ04.jpg,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
MABA011110MSQVQK45,EUSTACIO,MATA,BURROLA,Teyotl 6253,Gustavo A. Madero,78200,Aragon Inguaran,Cuidad de México,5637986266,5678515618,eustacioburrola01@ingenieria.unam.mx,proyecto/data/photos/photo_MABA011110MSQVQK45.jpg,Facultad de Ingeniería,No aplica,No aplica,True,False,False
CARA041019MVXVTM16,DAVID,CASTRUITA,REYES,Matanzas 944,Gustavo A. Madero,73000,Lindavista,Cuidad de México,5646122706,5544413160,davidcastruita04@ciencias.unam.mx,proyecto/data/photos/photo_CARA041019MVXVTM16.png,Facultad de Ciencias,No aplica,No aplica,True,False,False
ARSA010419MQMFUA66,GUADALUPE DE JESUS,ARELLANO,SANCHEZ,Gitana 77 Dep.d1 202,Tláhuac,13210,Los Olivos,Cuidad de México,5513289873,5583477480,guadalupesanchez01@fca.unam.mx,proyecto/data/photos/photo_ARSA010419MQMFUA66.jpg,Facultad de Contaduría y Administración,Instituto de Geografía,No aplica,True,True,False
ORAA030814MSWXEI94,JOSE GUADALUPE,ORTIZ,ARROYO,Viga Ret 301 23 a,Iztapalapa,90900,Unidad Modelo,Cuidad de México,5534325168,5651541178,joseortiz03@fca.unam.mx,proyecto/data/photos/photo_ORAA030814MSWXEI94.jpg,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
HEHA040908MTFOBT75,RICARDO,HERNANDEZ,HERNANDEZ,"Cl. CUITLAHUAC, 74",Tlalpan,14050,TORIELLO GUERRA,Cuidad de México,5566461027,5638391671,ricardohernandez04@derecho.unam.mx,proyecto/data/photos/photo_HEHA040908MTFOBT75.png,Facultad de Derecho,No aplica,No aplica,True,False,False
RORA990118MOBRRR20,ENRIQUE,RODRIGUEZ,RODRIGUEZ,Camino Real de Toluca 507,Álvaro Obregón,11400,Jose Ma Pino Suarez,Cuidad de México,5636495833,5669482689,enriquerodriguez99@ciencias.unam.mx,proyecto/data/photos/photo_RORA990118MOBRRR20.jpg,Facultad de Ciencias,No aplica,No aplica,True,False,False
GACA600825MVKPBU89,ARMANDO,GARCIA,CASTRO,Oriente 180 224,Venustiano Carranza,15500,Moctezuma,Cuidad de México,5608983699,5596984052,armandocastro60@fisica.unam.mx,proyecto/data/photos/photo_GACA600825MVKPBU89.jpg,No aplica,Instituto de Física,No aplica,False,True,False
GAGA720303MCIPVR43,JUAN,GARCIA,GARCIA,Isabel la Catolica 93 Depto 4,Cuauhtémoc,60800,Centro,Cuidad de México,5540472131,5587689396,juangarcia72@tienda.unam.mx,proyecto/data/photos/photo_GAGA720303MCIPVR43.jpg,No aplica,No aplica,Tienda UNAM,False,False,True
CAOA010817MCLBWF38,HUMBERTO,CARRETO,ONTIVEROS,PROL MARTIN MENDALDE 1750 ESTACIONAMIENTO 33,Benito Juárez,32400,ACACIAS,Cuidad de México,5584054004,5553356928,humbertocarreto01@fca.unam.mx,proyecto/data/photos/photo_CAOA010817MCLBWF38.png,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
DOCA020705MYKIRW97,OMAR FRANCISCO,DOMINGUEZ,CERVANTES,Jesus Carreon 26 Estac. 028,Iztapalapa,95100,Sta.martha Acatitla,Cuidad de México,5620988228,5563879875,omarcervantes02@odontologia.unam.mx,proyecto/data/photos/photo_DOCA020705MYKIRW97.jpg,Facultad de Odontología,Instituto de Investigaciones Jurídicas,No aplica,True,True,False
MARA041017MNUBXG10,NICOLAS,MARTINEZ,RAMIREZ,Bleiriot 89,Venustiano Carranza,15740,Aviacion Civil,Cuidad de México,5578812181,5551040893,nicolasramirez04@fca.unam.mx,proyecto/data/photos/photo_MARA041017MNUBXG10.png,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
HEVA060301MPIMSQ21,OCTAVIO,HERNANDEZ,VENANCIO,CJON ATENCO 21,Coyoacán,43800,PBO LA CANDELARIA,Cuidad de México,5627797648,5682510255,octaviovenancio06@odontologia.unam.mx,proyecto/data/photos/photo_HEVA060301MPIMSQ21.jpg,Facultad de Odontología,No aplica,No aplica,True,False,False
AYDA750423MBLMIF31,MIGUEL,AYALA,DIAZ,Navojoa 20,Venustiano Carranza,15990,Alvaro Obregon,Cuidad de México,5687436495,5547434360,migueldiaz75@deporte.unam.mx,proyecto/data/photos/photo_AYDA750423MBLMIF31.jpg,No aplica,No aplica,Alberca,False,False,True
ZAAA011006MSJGXY86,JUAN,ZAMORA,ALVARADO,15 de Noviembre Lt 14 Mz 22,Álvaro Obregón,11090,La Conchita,Cuidad de México,5564825188,5693028744,juanalvarado01@arquitectura.unam.mx,proyecto/data/photos/photo_ZAAA011006MSJGXY86.png,Facultad de Arquitectura,No aplica,No aplica,True,False,False
OLAA040212MMBIAQ94,ROBERTO,OLIVARES,ALAMILLO,Garzas Edif 1 Depto 301 Zona Azul,Iztacalco,89000,U H Iztacalco,Cuidad de México,5500504756,5658671905,robertoalamillo04@ingenieria.unam.mx,proyecto/data/photos/photo_OLAA040212MMBIAQ94.png,Facultad de Ingeniería,No aplica,No aplica,True,False,False
SAHA780419MMZZEG36,MARTIN,SANTIAGO,HURTADO,"CENTENO 907, DEPTO. A 504",Iztacalco,84000,Colonia Granjas Mexico,Cuidad de México,5540170343,5592680431,martinsantiago78@fisiologia.unam.mx,proyecto/data/photos/photo_SAHA780419MMZZEG36.png,No aplica,Instituto de Fisiología Celular,No aplica,False,True,False
SAGA571105MQLCRU63,JOSE LEONARDO,SALDAÑA,GUTIERREZ,San Antonio 4,Iztapalapa,99000,San Lorenzo Tezonco,Cuidad de México,5577784590,5502761505,josegutierrez57@cepe.unam.mx,proyecto/data/photos/photo_SAGA571105MQLCRU63.jpg,No aplica,No aplica,CEPE,False,False,True
SAMA010909MYVDGA66,TILO,SANTIN,MORENO,Calz. Desierto de los Leones 5059,Álvaro Obregón,17090,Tetelpan,Cuidad de México,5672671630,5522782750,tilosantin01@derecho.unam.mx,proyecto/data/photos/photo_SAMA010909MYVDGA66.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
FECA591114MQVCDK51,JOSE LUIS,FERNANDEZ,CANCHOLA,Paraje Apatlaco,Xochimilco,16090,Bo Cantongo,Cuidad de México,5540891939,5587745192,josefernandez59@posgrado.unam.mx,proyecto/data/photos/photo_FECA591114MQVCDK51.jpg,No aplica,No aplica,Unidad de Posgrado,False,False,True
PETA030805MGHBXH67,JOSE DE JESUS,PEREZ,TZOPITL,Pensylvania 225 Dpto.  601,Benito Juárez,38100,Ampliacion Napoles,Cuidad de México,5607462835,5699468453,josetzopitl03@fca.unam.mx,proyecto/data/photos/photo_PETA030805MGHBXH67.png,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
GACA590201MMGEBK83,GABRIEL,GARCIA,CHAVEZ,Popocatepetl Av 175 105 0,Benito Juárez,33000,PORTALES SUR,Cuidad de México,5579496830,5558343999,gabrielchavez59@muac.unam.mx,proyecto/data/photos/photo_GACA590201MMGEBK83.png,No aplica,No aplica,Museo Universitario de Arte Contemporáneo,False,False,True
ORVA520601MSQFNS04,ALVARO,ORTEGA,VALLEJO,Franz Blom Petersen 166 Ermita 0,Benito Juárez,35900,ERMITA,Cuidad de México,5699316648,5580236716,alvaroortega52@deporte.unam.mx,proyecto/data/photos/photo_ORVA520601MSQFNS04.png,No aplica,No aplica,Medicina del Deporte,False,False,True
BORA010930MOAFEZ22,ROMAN,BORJON,RODRIGUEZ,Tlapacoya 87 2da Cda,Álvaro Obregón,17600,Atlamaya,Cuidad de México,5512751616,5588925481,romanborjon01@ciencias.unam.mx,proyecto/data/photos/photo_BORA010930MOAFEZ22.jpg,Facultad de Ciencias,No aplica,No aplica,True,False,False
MARA020315MYNSDY42,GILBERTO,MATA,ROMERO,Jose Joaquin Herrera 81 Depto 403,Venustiano Carranza,15280,Morelos,Cuidad de México,5600985911,5608457225,gilbertomata02@ciencias.unam.mx,proyecto/data/photos/photo_MARA020315MYNSDY42.png,Facultad de Ciencias,No aplica,No aplica,True,False,False
ROCA860513MNQTOC67,MANUEL,RODRIGUEZ,CONTRERAS,Av Morelos 697,Venustiano Carranza,15900,Magdalena Mixhuca,Cuidad de México,5551975543,5608609679,manuelrodriguez86@deporte.unam.mx,proyecto/data/photos/photo_ROCA860513MNQTOC67.jpg,No aplica,No aplica,Medicina del Deporte,False,False,True
PEAA810102MYJPRZ30,MAURICIO,PEREZ,ARTEAGA,"Cl. CARRIL, 21 Edif. 7, Dpto. 201",Iztapalapa,98570,SAN JUAN XALPA,Cuidad de México,5643229653,5556922451,mauricioperez81@dgdc.unam.mx,proyecto/data/photos/photo_PEAA810102MYJPRZ30.png,No aplica,No aplica,Universum,False,False,True
FECA850403MTUBID49,FRANCISCO,FELIX,CAUICH,Canal de Garay 20 C2-d D56-b,Iztapalapa,98800,El Vergel,Cuidad de México,5572997756,5524112115,franciscocauich85@archivo.unam.mx,proyecto/data/photos/photo_FECA850403MTUBID49.png,No aplica,No aplica,Archivo General,False,False,True
FRSA000425MTEZSD15,ENRIQUE ALBERTO,FRANCO,SANCHEZ,Paseo de Tamarindos 105 Int.11,Cuajimalpa,51200,Bosques de las Lomas,Cuidad de México,5681748174,5599570883,enriquefranco00@medicina.unam.mx,proyecto/data/photos/photo_FRSA000425MTEZSD15.png,Facultad de Medicina,No aplica,No aplica,True,False,False
PLAA030306MNWSVF74,MARIANO,PLASCENCIA,ANTONIO,Braulio Martinez Ing 169,Gustavo A. Madero,78700,Guadalupe Insurgentes,Cuidad de México,5509326329,5675118490,marianoplascencia03@derecho.unam.mx,proyecto/data/photos/photo_PLAA030306MNWSVF74.png,Facultad de Derecho,No aplica,No aplica,True,False,False
MAOA050127MAYARU68,JORGE,MARTINEZ,OCAMPO,UNIVERSO MZ 25 LT 64,Iztapalapa,96400,LOMAS DE LA ESTANCIA,Cuidad de México,5631044970,5620708579,jorgemartinez05@psicologia.unam.mx,proyecto/data/photos/photo_MAOA050127MAYARU68.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
CAEA030324MNWHEA65,GONZALO,CASTRO,ELIZONDO,LAGO TUS 7 INT 2,Miguel Hidalgo,11320,Anahuac 1a Secc,Cuidad de México,5526725252,5648316464,gonzalocastro03@fca.unam.mx,proyecto/data/photos/photo_CAEA030324MNWHEA65.jpg,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
ALZA020227MCPUPC75,JUAN CARLOS,ALVA,ZARATE,Playa Revolcadero 310,Iztacalco,88100,Reforma Iztaccihuatl,Cuidad de México,5569236740,5567481182,juanzarate02@quimica.unam.mx,proyecto/data/photos/photo_ALZA020227MCPUPC75.png,Facultad de Química,Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas,No aplica,True,True,False
GURA800311MYBQBI81,ROBERTO,GUEVARA,ROBLES,VIADUCTO MIGUEL ALEMAN Y 18 DE JULIO 83,Miguel Hidalgo,11800,ESCANDON I SECCION,Cuidad de México,5536918495,5615235356,robertoguevara80@posgrado.unam.mx,proyecto/data/photos/photo_GURA800311MYBQBI81.jpg,No aplica,No aplica,Unidad de Posgrado,False,False,True
MARA040829MCVXEW63,GERARDO,MARTINEZ,RAMIREZ,Dr. Enrique Gonzalez Martinez 19 Depto. 13,Cuauhtémoc,64000,Santa Maria La Ribera,Cuidad de México,5528035760,5595381106,gerardomartinez04@fca.unam.mx,proyecto/data/photos/photo_MARA040829MCVXEW63.png,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
CAPA011018MTLIFO58,EMIGDIO,CASIAN,PEREZ,Floricultor S/n,Xochimilco,16610,Sn Luis Tlaxialtemalco,Cuidad de México,5624287182,5580057482,emigdioperez01@economia.unam.mx,proyecto/data/photos/photo_CAPA011018MTLIFO58.jpg,Facultad de Economía,No aplica,No aplica,True,False,False
ROMA070208MTZVVS93,BALTAZAR,ROBLES,MARTINEZ,Rabaul 495 Edif 86 Ent a Depto 301,Azcapotzalco,25000,U Hab Cuitlahuac,Cuidad de México,5659889135,5628391325,baltazarmartinez07@economia.unam.mx,proyecto/data/photos/photo_ROMA070208MTZVVS93.jpg,Facultad de Economía,No aplica,No aplica,True,False,False
RAPA041108MGKHBQ72,FELIX,RAMIREZ,PEREZ,Norte 82 B 5411,Gustavo A. Madero,78390,Gertrudiz Sanchez,Cuidad de México,5669313450,5512776721,felixperez04@economia.unam.mx,proyecto/data/photos/photo_RAPA041108MGKHBQ72.png,Facultad de Economía,No aplica,No aplica,True,False,False
GARA001022MYRJVP43,JOSE ANTONIO,GAMEZ,ROSALES,Bosque de Toronjos 21 Depto 101,Cuajimalpa,51000,Bosques de las Lomas,Cuidad de México,5510120448,5542860963,josegamez00@derecho.unam.mx,proyecto/data/photos/photo_GARA001022MYRJVP43.png,Facultad de Derecho,No aplica,No aplica,True,False,False
