id_socio,nombre,a_paterno,a_materno,rfc,num_licencia,calle_num,colonia,cp,municipio,estado,celular,email,fotografia,ingreso,egreso,es_chofer,es_duenio
s-182,LAURA CAROLINA,ZAVALZA,GOMEZ,ZAGM860918FPO1,G10457811,Juan de la Barrera Mz 12 Lt 11 Num Of. 21,Col Guadalupe del Moral,93000,Iztapalapa,Cuidad de México,5547866655,laura828@outlook.com,proyecto/data/photos/photo_ZAGM860918FPO1.png,2018-02-03,2019-08-06,True,False
s-183,VICTORIA,LOPEZ,COCON,LOCC820803FTN5,E39176955,Puerte Armuelles 22,Ampl. Piloto,12980,Álvaro Obregón,Cuidad de México,5527132712,victoria488@yahoo.com,proyecto/data/photos/photo_LOCC820803FTN5.jpg,2015-01-21,No aplica,True,False
s-184,KEILA,PEREZ,XOCUA,PEXN810808FJQ5,V12721522,LOPE DE VEGA 509 DEPTO 302,POLANCO V SECCION,11580,Miguel Hidalgo,Cuidad de México,5517085281,keila380@gmail.com,proyecto/data/photos/photo_PEXN810808FJQ5.jpg,2016-06-03,No aplica,True,False
s-185,ESMERALDA,MAY,JORGE,MAJA750219FTM3,L47986298,V Guerrero Lt 3 Mz 16,Lomas De Santa Cruz,97500,Iztapalapa,Cuidad de México,5619088576,esmeralda250@gmail.com,proyecto/data/photos/photo_MAJA750219FTM3.jpg,2011-11-04,No aplica,True,False
s-186,ANA LIDIA,RODRIGUEZ,MACIAS,ROMA820201FLS0,R79617418,AV REVOLUCION 1176 EDIF SUR 1 DEPARTAMENTO 1102,SAN JOSE INSURGENTES,39000,Benito Juárez,Cuidad de México,5582067534,ana925@gmail.com,proyecto/data/photos/photo_ROMA820201FLS0.png,2013-10-12,No aplica,True,False
s-187,MARIA GUADALUPE,JIMENEZ,SOLIS,JISO750328FUB5,D08201674,Aldama 14,Santiago Zapotitlan,13300,Tláhuac,Cuidad de México,5556164687,maria218@gmail.com,proyecto/data/photos/photo_JISO750328FUB5.png,2014-10-12,No aplica,True,False
s-188,PATRICIA,GAONA,LEON,GALE760225FHG5,C91644640,Rublos 62,Fernando Casas Aleman,79600,Gustavo A. Madero,Cuidad de México,5642111365,patricia065@hotmail.com,proyecto/data/photos/photo_GALE760225FHG5.png,2020-01-16,No aplica,True,False
s-189,ANELL,GUTIERREZ,RIVERA,GURH800603FPD3,V37681690,BLVD M DE CERVANTES SAAVEDRA No 171 S-1 CLOSET 04,GRANADA,11520,Miguel Hidalgo,Cuidad de México,5540705645,anell431@outlook.com,proyecto/data/photos/photo_GURH800603FPD3.png,2015-02-17,No aplica,True,True
s-190,GABRIELA,GALINDO,ZUBIA,GAZR770430FVJ0,No aplica,"Anll. PERIFERICO BLVRD MANUEL AVILA CAMACHO, 66 Local c. 203",LOMAS DE CHAPULTEPEC III SECCION,11000,Miguel Hidalgo,Cuidad de México,5512840165,gabriela298@gmail.com,proyecto/data/photos/photo_GAZR770430FVJ0.png,2019-07-22,2019-08-12,False,True
s-191,MARIA ASUNCION,GALLEGOS,DE SANTIAGO,GADG780402FGM4,S64510476,Unidad Habitacional Xochinahuac Ed C 1 C1 301,Unidad Habtacional Xochinahuac,24300,Azcapotzalco,Cuidad de México,5643734693,maria410@gmail.com,proyecto/data/photos/photo_GADG780402FGM4.png,2011-02-02,No aplica,True,False
s-192,MARIA EUGENIA,JIMENEZ,SUARES,JISJ860218FDB8,G10690400,Matias Castellanos S/n,Fernando Carrizales,70700,Gustavo A. Madero,Cuidad de México,5566688732,maria174@gmail.com,proyecto/data/photos/photo_JISJ860218FDB8.png,2017-12-22,No aplica,True,True
s-193,MARIA DEL ROSARIO,MORALES,GUTIERREZ,MOGM800719FWK8,T37747118,Pirul Edif 4 Depto 101 Zona Amarilla,U H Iztacalco,89000,Iztacalco,Cuidad de México,5674756245,maria544@outlook.com,proyecto/data/photos/photo_MOGM800719FWK8.png,2020-12-15,No aplica,True,False
s-194,MAGDALENA,TORRES,BELTRAN,TOBM780613FBH2,M73760320,AV TLAHUAC 1577 COND 3 CASA 38,Uh Mirasoles,98800,Iztapalapa,Cuidad de México,5550373963,magdalena151@hotmail.com,proyecto/data/photos/photo_TOBM780613FBH2.png,2011-05-06,No aplica,True,False
s-195,ELBA ROSA,HUITRON,GIL,HUGE800220FSO7,M15671986,"Avd. LAS TORRES, 805 Edif. B, Dpto. 1002",OLIVAR DE LOS PADRES,17800,Álvaro Obregón,Cuidad de México,5629070358,elba693@gmail.com,proyecto/data/photos/photo_HUGE800220FSO7.png,2018-09-15,No aplica,True,False
s-196,LUZ DEL CARMEN,HERNANDEZ,DOMINGUEZ,HEDG780821FJN3,No aplica,"Eje 1 PONIENTE PROL GUERRERO, 340 Edif. ALLENDE 111, Ent. B, DEPTO 706",NONOALCO TLATELOLCO,69000,Cuauhtémoc,Cuidad de México,5577105502,luz615@gmail.com,proyecto/data/photos/photo_HEDG780821FJN3.png,2014-04-11,No aplica,False,True
s-197,TANIA KARINA,LOPEZ,ZAVALA,LOZD791116FOM3,Q04984366,Esperanza S/n,Santo Domingo,21400,Azcapotzalco,Cuidad de México,5618593478,tania377@hotmail.com,proyecto/data/photos/photo_LOZD791116FOM3.png,2010-05-19,No aplica,True,False
s-198,RICARDA,RIVERA,RAMIREZ,RIRI730116FZX9,N77666450,Nezahualcoyotl Z 5 Mz 132 Lt 26,Sta Ma Aztahuacan,95000,Iztapalapa,Cuidad de México,5661081736,ricarda436@yahoo.com,proyecto/data/photos/photo_RIRI730116FZX9.png,2019-01-12,No aplica,True,False
s-199,MARIA ALEJANDRA,FLORES,AGUILAR,FLAA851104FXC9,P54783204,Aguascalientes Z 1 Mz 69 Lt 4,Chalma de Guadalupe,72100,Gustavo A. Madero,Cuidad de México,5618138031,maria529@gmail.com,proyecto/data/photos/photo_FLAA851104FXC9.png,2015-02-28,No aplica,True,False
s-200,MARTINA,CUEVAS,GONZALEZ,CUGC821007FAW8,No aplica,ALBA No 93  DEPARTAMENTO  403,INSURGENTES CUICUILCO,45300,Coyoacán,Cuidad de México,5686169090,martina016@gmail.com,proyecto/data/photos/photo_CUGC821007FAW8.png,2021-12-30,No aplica,False,True
